code,disclosure_year,report_year,file_name,sentence_id,AI_sentence,matched_keywords,total_sentences_in_report,innovation_score,risk_score,label
000008,2022,2021,000008_2022_2021年年度报告.pdf,11,"货运专用铁路指由企业或者其他单位管理的非国铁集团管辖的专有货运铁路工业企业指本报告工业企业指钢铁、电力、水泥、港口等行业的大中型工业企业国铁集团指中国国家铁路集团有限公司禹亳公司指河南禹亳铁路发展有限公司5神州高铁技术股份有限公司2021年年度报告全文第二节公司简介和主要财务指标一、公司信息股票简称神州高铁股票代码000008股票上市证券交易所深圳证券交易所公司的中文名称神州高铁技术股份有限公司公司的中文简称神州高铁公司的外文名称（如有）ChinaHighSpeedRailwayTechnologyCo.,Ltd.公司的外文名称缩写（如有）CHSR公司的法定代表人王志全注册地址北京市海淀区高梁桥斜街59号院1号楼16层1606注册地址的邮政编码100044公司注册地址历史变更情况无办公地址北京市海淀区高梁桥斜街59号院1号楼中坤大厦16层办公地址的邮政编码100044公司网址http://www.shenzhou-gaotie.com/电子信箱dongmi@shenzhou-gaotie.com二、联系人和联系方式董事会秘书证券事务代表姓名侯小婧季晓东北京市海淀区高梁桥斜街59号院1号楼北京市海淀区高梁桥斜街59号院1号楼联系地址中坤大厦16层中坤大厦16层电话010-56500561010-56500561传真010-56500561010-56500561电子信箱dongmi@shenzhou-gaotie.comdongmi@shenzhou-gaotie.com三、信息披露及备置地点公司披露年度报告的证券交易所网站《证券时报》、《证券日报》公司披露年度报告的媒体名称及网址www.cninfo.com.cn公司年度报告备置地点北京市海淀区高梁桥斜街59号院1号楼中坤大厦16层6神州高铁技术股份有限公司2021年年度报告全文四、注册变更情况组织机构代码统一社会信用代码：91110000192184333K公司上市以来主营业务的变化情况（如无变更有）历次控股股东的变更情况（如有）无变更五、其他有关资料公司聘请的会计师事务所会计师事务所名称信永中和会计师事务所（特殊普通合伙）会计师事务所办公地址北京市东城区朝阳门北大街8号富华大厦A座8层签字会计师姓名宋刚、王丽娜公司聘请的报告期内履行持续督导职责的保荐机构□适用√不适用公司聘请的报告期内履行持续督导职责的财务顾问□适用√不适用六、主要会计数据和财务指标公司是否需追溯调整或重述以前年度会计数据□是√否2021年2020年本年比上年增减2019年营业收入（元）2,214,804,536.961,917,519,166.4315.50%3,220,142,984.66归属于上市公司股东的净利润-1,394,367,506.68-894,441,536.86-55.89%434,380,320.18（元）归属于上市公司股东的扣除非经-1,408,070,137.89-921,903,607.77-52.74%341,507,844.65常性损益的净利润（元）经营活动产生的现金流量净额458,771,832.01520,039,172.94-11.78%5,319,279.93（元）基本每股收益（元/股）-0.55-0.33-66.67%0.16稀释每股收益（元/股）-0.55-0.33-66.67%0.16加权平均净资产收益率-30.97%-12.78%-18.19%4.60%2021年末2020年末本年末比上年末增减2019年末总资产（元）12,379,477,068.1312,828,310,640.73-3.50%12,044,543,142.96归属于上市公司股东的净资产5,202,464,695.016,544,641,780.09-20.51%7,457,799,325.12（元）公司最近三个会计年度扣除非经常性损益前后净利润孰低者均为负值，且最近一年审计报告显示公司持续经营能力存在不确定性7神州高铁技术股份有限公司2021年年度报告全文□是√否扣除非经常损益前后的净利润孰低者为负值√是□否项目2021年2020年备注营业收入（元）2,214,804,536.961,917,519,166.43不适用营业收入扣除金额（元）110,307,744.54149,359,247.98与主营业务无关营业收入扣除后金额（元）2,104,496,792.421,768,159,918.45与主营业务相关七、境内外会计准则下会计数据差异1、同时按照国际会计准则与按照中国会计准则披露的财务报告中净利润和净资产差异情况□适用√不适用公司报告期不存在按照国际会计准则与按照中国会计准则披露的财务报告中净利润和净资产差异情况",AI,1104,0,1,risk
000008,2022,2021,000008_2022_2021年年度报告.pdf,35,随着人工智能等技术不断发展，工业企业通过智能物流输送、无人驾驶等方式，实现货物运输、仓储、配送、包装、装卸等物流活动自动化运作的需求显著,"人工智能,自动化",1104,1,0,innovation
000008,2022,2021,000008_2022_2021年年度报告.pdf,38,11神州高铁技术股份有限公司2021年年度报告全文（二）产业发展方向“十四五”期间，国家政策引导轨道交通行业和工业企业进行“智能化+低碳化”转型升级,智能化,1104,1,0,innovation
000008,2022,2021,000008_2022_2021年年度报告.pdf,40,人工智能技术推进产业升级，轨道交通和工业企业智能化升级、数据化管理、无人化发展，是实现转型的有效路径,"人工智能,智能化",1104,1,0,innovation
000008,2022,2021,000008_2022_2021年年度报告.pdf,43,加强工业企业自动化体系、供应链物流体系及物联网体系建设，是实现工业低碳化发展的重要手段,自动化,1104,1,0,innovation
000008,2022,2021,000008_2022_2021年年度报告.pdf,49,序号细分领域核心子公司主要产品高铁车轮、车轴探伤检测系统、高铁、地铁车辆清洗系统、机车车辆工艺检修装备、转向架1车辆检修新联铁试验台、大数据修车系统等、2信号控制交大微联计算机联锁系统、列控中心、临时限速服务器系统、CTC系统、ATS系统、城轨CBTC系统等3线路维护武汉利德线路维修一体机、移动式换轨装置、焊轨基地成套设备、地铁焊轨流水生产线等4供电监测华兴致远受电弓监测装置、接触网悬挂状态检测监测装置、接触网安全巡检装置等5货站检测武汉利德轨道衡、超偏载检测系统、铁路货运高清视频监视系统等6车载电子华高世纪高铁轴温检测、高铁振动检测装置、列车乘客信息系统、列车网络控制系统等车轮在线深度探伤系统、车轮外形尺寸动态检测系统、滚动轴承故障轨旁声学诊断系统、机7轨边检测南京拓控车走行部动态监视系统等8图像识别华兴致远车底巡检机器人、车辆故障图像检测系统等新联铁9数据服务量值修车系统、BIM仿真系统锦申科技未来，神州高铁将继续坚持以客户需求为导向，持续推动技术研发创新,机器人,1104,2,0,innovation
000008,2022,2021,000008_2022_2021年年度报告.pdf,52,针对客户的智能化需求，提供数据化产品服务,智能化,1104,1,0,innovation
000008,2022,2021,000008_2022_2021年年度报告.pdf,57,公司将以运营的地铁线路为基础，为智能化运营检修装备与数据系统提供应用场所和孵化基地，不断升级迭代，创新发展,智能化,1104,3,0,innovation
000008,2022,2021,000008_2022_2021年年度报告.pdf,65,2021年获取多条货运专用铁路运营维保业务订单，以安全、绿色、高效、智能的整体解决方案，推动货运专用铁路运营的智能化和无人化升级,智能化,1104,1,0,innovation
000008,2022,2021,000008_2022_2021年年度报告.pdf,106,动车组空心车轴智能探伤机器人亮相中国铁路广州局集团有限公司年度会议，获得一致好评,机器人,1104,0,0,neutral
000008,2022,2021,000008_2022_2021年年度报告.pdf,122,2021年，车底巡检机器人在上海局、北京局、青藏公司、兰州局等形成14台批量销售，累计中标21台，市场占有率超过80%，遥遥领先竞争对手,机器人,1104,0,0,neutral
000008,2022,2021,000008_2022_2021年年度报告.pdf,143,2021年，动车组车轮超声检测机器人（SU-3）、铁路货场装卸机器人等研发项目进行IPD试点,机器人,1104,1,0,innovation
000008,2022,2021,000008_2022_2021年年度报告.pdf,158,"（7）公司报告期内业务、产品或服务发生重大变化或调整有关情况□适用√不适用（8）主要销售客户和主要供应商情况公司主要销售客户情况前五名客户合计销售金额（元）935,509,717.54前五名客户合计销售金额占年度销售总额比例32.46%前五名客户销售额中关联方销售额占年度销售总额比0.00%例公司前5大客户资料序号客户名称销售额（元）占年度销售总额比例1第一名403,576,275.1514.00%2第二名195,079,917.786.77%3第三名124,874,306.274.33%4第四名108,480,888.833.76%5第五名103,498,329.513.59%合计--935,509,717.5432.46%主要客户其他情况说明□适用√不适用公司主要供应商情况26神州高铁技术股份有限公司2021年年度报告全文前五名供应商合计采购金额（元）860,323,120.31前五名供应商合计采购金额占年度采购总额比例30.40%前五名供应商采购额中关联方采购额占年度采购总额0.00%比例公司前5名供应商资料序号供应商名称采购额（元）占年度采购总额比例1第一名570,384,672.7920.15%2第二名96,942,374.373.43%3第三名79,686,050.682.82%4第四名64,160,173.512.27%5第五名49,149,848.961.74%合计--860,323,120.3130.40%主要供应商其他情况说明□适用√不适用3、费用单位：元2021年2020年同比增减重大变动说明销售费用256,466,062.41241,060,936.846.39%本期无重大变化管理费用316,477,396.75354,652,061.68-10.76%减少主要系加强成本管控所致增加主要系本期融资规模扩大利息财务费用192,311,194.06128,266,626.3649.93%支出增加所致研发费用208,737,156.12209,629,776.26-0.43%本期无重大变化4、研发投入√适用□不适用主要研发项目名称项目目的项目进展拟达到的目标预计对公司未来发展的影响实现机务智能化巡检装实现产品国内外首台套业丰富公司智能化装备品种，提升公机车车底巡检机器产品通过铁路局技备研发，填补机务巡检绩，技术参数和性能达到国司在轨道交通运营维保装备领域人术评审市场空白内领先水平核心竞争力利用大铁技术优势，研地铁接触网悬挂状发地铁接触网检测产完成样机研发，实现实现对接触网悬挂状态的实提升公司在地铁供电市场的竞争态检测监测装置品，丰富公司供电检测地铁销售时在线智能检测功能力，成为公司新的经济增长点监测产品品种完成产品工程化，实现在太原铁路局、广州提升公司在线路运维装备市场的多功能清筛机产品可靠性提升小批量生产铁路局、武汉铁路竞争力，成为公司新的经济增长27神州高铁技术股份有限公司2021年年度报告全文局、首钢、柳钢等实点，为公司长期持续发展提供动力现小批量销售成为公司在钢铁等大型企业新的工控产品智能化、无人完成系统研制工作，实现全电机车无人化完成系统研制工作经济增长点，为公司长期持续发展化升级自动走行功能提供动力在国内水泥行业实现业绩重大突实现天车自动化、无人系统研制和现场调在运行效率方面建立行业标天车无人化产品破，成为公司新的经济增长点，为化升级试工作杆公司长期持续发展提供动力丰富公司货检市场智能化装备品将现有的全人工的接发接发列车状态监测通过铁路局科技成种，提升公司在轨道交通运营维保车作业模式实现了无人技术水平达到国内先进水平及预警系统果评审装备领域核心竞争力，为货站业务化作业增长提供持续发展动力利用5G无线链路大带宽、高并发、低时延优公司在机车车辆车地高速传输领5G车地高速传输通过铁路局科技成势，提高车地传输速率，技术水平达到国内先进水平域实现突破，丰富了公司智能化装系统果验收实现车载数据高速传输备和系统产品品种","智能化,自动化",1104,20,0,innovation
000008,2022,2021,000008_2022_2021年年度报告.pdf,159,和存储丰富公司机辆智能化装备品种，提动车组空心车轴智实现动车组空心轴探伤样机通过铁路局技技术水平达到国内先进水平升公司在轨道交通运营维保装备能探伤机器人研究智能化术评审领域核心竞争力丰富公司信号装备品种，提升公司完成产品软硬件研制，作为国铁集团认可通过国家铁路产品质量监督列控联锁一体化系在轨道交通信号领域行业形象及通过国家铁路产品质量的第一批厂商在新检验中心检验，技术水平达统核心竞争力，为公司长期持续发展监督检验中心检验,"智能化,机器人",1104,4,0,innovation
000008,2022,2021,000008_2022_2021年年度报告.pdf,160,"疆和若线投入试用到国内先进水平提供动力轮辋轮辐超声波相项目通过铁路局技降低设备使用成本，解决核心零部控阵探头国产化研实现国产化替代术评审，拟扩大试范技术水平达到国内先进水平件卡脖子难题究围项目通过铁路局技智能辅助检测空心实现全直流供电、缺陷术评审，截止2021丰富公司机辆智能化装备品种，提车轴超声波探伤设辅助识别，系统动态信年底，已实现销售5技术水平达到国内先进水平升公司在轨道交通运营维保装备备噪比达到国际领先水平台套，产值突破2000领域核心竞争力万元公司研发人员情况2021年2020年变动比例研发人员数量（人）632743-14.94%研发人员数量占比28.21%31.04%-2.83%研发人员学历结构——————本科397473-16.07%硕士107133-19.55%28神州高铁技术股份有限公司2021年年度报告全文研发人员年龄构成——————30岁以下161186-13.44%30~40岁348424-17.92%公司研发投入情况2021年2020年变动比例研发投入金额（元）253,897,069.74261,535,943.70-2.92%研发投入占营业收入比例11.46%13.64%-2.18%研发投入资本化的金额（元）45,159,913.6251,906,167.44-13.00%资本化研发投入占研发投入17.79%19.85%-2.06%的比例公司研发人员构成发生重大变化的原因及影响□适用√不适用研发投入总额占营业收入的比重较上年发生显著变化的原因□适用√不适用研发投入资本化率大幅变动的原因及其合理性说明□适用√不适用5、现金流单位：元项目2021年2020年同比增减经营活动现金流入小计3,033,546,114.893,416,292,878.01-11.20%经营活动现金流出小计2,574,774,282.882,896,253,705.07-11.10%经营活动产生的现金流量净458,771,832.01520,039,172.94-11.78%额投资活动现金流入小计1,631,016,527.00683,724,875.94138.55%投资活动现金流出小计1,796,523,558.663,209,274,896.94-44.02%投资活动产生的现金流量净-165,507,031.66-2,525,550,021.0093.45%额筹资活动现金流入小计3,326,509,893.985,213,152,909.90-36.19%筹资活动现金流出小计3,352,709,892.333,673,192,362.00-8.72%筹资活动产生的现金流量净-26,199,998.351,539,960,547.90-101.70%额现金及现金等价物净增加额266,778,690.20-465,781,073.96157.28%相关数据同比发生重大变动的主要影响因素说明√适用□不适用（1）投资活动产生的现金流量净额：主要为收回投资收到的现金和投资支付的现金，净额为负是由29神州高铁技术股份有限公司2021年年度报告全文于支付股权出资款及融资租赁业务减少所致",智能化,1104,24,0,innovation
000008,2022,2021,000008_2022_2021年年度报告.pdf,908,（2）智能化信息系统工程收入确认具体原则如下：智能化信息系统工程建造合同采用履约进度计量，并根据已经完成的合同工作量占合同预计总工作量的比例确定合同履约进度,智能化,1104,2,0,innovation
000008,2022,2021,000008_2022_2021年年度报告.pdf,1003,"14、其他权益工具投资单位：元157神州高铁技术股份有限公司2021年年度报告全文项目期末余额期初余额华软资本管理集团股份有限公司117,462,850.02117,462,850.02台州杭绍台高铁投资管理合伙企业（有77,741,083.9952,403,149.02限合伙）中建（天津）轨道交通投资发展有限公35,436,100.0019,607,800.00司北京中关村并购母基金投资中心（有限26,379,372.2726,379,372.27合伙）嘉兴微融投资管理合伙企业（有限合伙）23,346,194.6123,346,194.61九江神州高铁自强投资中心5,004,370.375,004,370.37中车城市发展（天津）股权投资基金管0.00282,949,780.08理有限公司募集专户山东时代新纪元机器人有限公司合计285,369,971.26527,153,516.37分项披露本期非交易性权益工具投资单位：元其他综合收益指定为以公允价值计其他综合收益确认的股利项目名称累计利得累计损失转入留存收益量且其变动计入其他转入留存收益收入的金额综合收益的原因的原因台州杭绍台高铁投资管理0.000.0017,553,716.010.00非交易性权益工具无合伙企业（有限合伙）华软资本管理集团股份有0.000.002,537,149.980.00非交易性权益工具无限公司中建（天津）轨道交通投0.000.000.000.00非交易性权益工具无资发展有限公司九江神州高铁自强投资中0.004,370.370.000.00非交易性权益工具无心北京中关村并购母基金投8,559,573.20.00620,627.730.00非交易性权益工具无资中心（有限合伙）6中车城市发展（天津）股54,892,230.00.000.0054,840,000.00非交易性权益工具处置权投资基金管理有限公司7嘉兴微融投资管理合伙企0.000.001,653,805.390.00非交易性权益工具无业（有限合伙）山东时代新纪元机器人有0.000.003,000,000.000.00非交易性权益工具无限公司其他说明：158神州高铁技术股份有限公司2021年年度报告全文15、固定资产单位：元项目期末余额期初余额固定资产412,660,221.56450,512,042.62固定资产清理0.000.00合计412,660,221.56450,512,042.62（1）固定资产情况单位：元项目房屋建筑物办公家具机器设备运输设备电子设备其他合计一、账面原值：1.期初余额234,916,762.3447,471,933.18241,100,441.8351,846,524.9668,124,361.67855,710.93644,315,734.912.本期增加6,558,737.651,625,212.4312,730,479.99256,472.624,005,055.0613,200.0025,189,157.75金额（1）购置122,320.701,625,212.4312,730,479.99256,472.624,005,055.0613,200.0018,752,740.80（2）在建6,436,416.950.000.000.000.000.006,436,416.95工程转入（3）企业合并增加3.本期减少7,287,787.629,736,806.69192,849.765,805,025.292,923,364.928,343.6325,954,177.91金额（1）处置0.009,736,806.69192,849.765,805,025.292,923,364.928,343.6318,666,390.29或报废（2）在建工程改扩7,287,787.620.000.000.000.000.007,287,787.62建4.期末余额234,187,712.3739,360,338.92253,638,072.0646,297,972.2969,206,051.81860,567.30643,550,714.75二、累计折旧1.期初余额59,848,064.0015,439,522.9638,319,098.8241,404,205.4038,245,961.59546,846.38193,803,692.292.本期增加10,515,319.647,626,094.0317,769,454.504,187,804.7410,487,446.2686,810.0950,672,929.26金额（1）计提10,515,319.647,626,094.0317,769,454.504,187,804.7410,487,446.2686,810.0950,672,929.26（2）其0.000.000.000.000.000.000.00他增加3.本期减少2,377,944.953,061,950.21152,733.615,552,567.032,433,280.067,652.5013,586,128.36159神州高铁技术股份有限公司2021年年度报告全文金额（1）处置0.003,061,950.21152,733.615,552,567.032,433,280.067,652.5011,208,183.41或报废（2）在2,377,944.950.000.000.000.000.002,377,944.95建工程改扩建4.期末余额67,985,438.6920,003,666.7855,935,819.7140,039,443.1146,300,127.79626,003.97230,890,493.19三、减值准备0.000.000.000.000.000.000.001.期初余额0.000.000.000.000.000.000.002.本期增加0.000.000.000.000.000.000.00金额（1）计提0.000.000.000.000.000.000.003.本期减少0.000.000.000.000.000.000.00金额（1）处置0.000.000.000.000.000.000.00或报废4.期末余额0.000.000.000.000.000.000.00四、账面价值1.期末账面166,202,273.6819,356,672.14197,702,252.356,258,536.0422,905,924.02234,563.33412,660,221.56价值2.期初账面175,068,698.3432,032,410.22202,781,343.0110,442,326.4229,878,400.08308,864.55450,512,042.62价值（2）暂时闲置的固定资产情况单位：元项目账面原值累计折旧减值准备账面价值备注机器设备12,252,402.503,448,502.480.008,803,900.02——（3）通过经营租赁租出的固定资产单位：元项目期末账面价值机器设备174,894,296.78160神州高铁技术股份有限公司2021年年度报告全文（4）未办妥产权证书的固定资产情况单位：元项目账面价值未办妥产权证书的原因利德智能装备及服务产业化项目6#厂房28,940,338.73暂未完工，未能办理产权证书其他说明（5）固定资产清理单位：元项目期末余额期初余额合计0.000.0016、在建工程单位：元项目期末余额期初余额在建工程746,817,849.9931,522,875.94合计746,817,849.9931,522,875.94（1）在建工程情况单位：元期末余额期初余额项目账面余额减值准备账面价值账面余额减值准备账面价值聂庄至东港站增二线及东港站改造工646,647,775.570.00646,647,775.5713,950,377.320.0013,950,377.32程（地方投资部分）轨道交通实训基地92,087,851.000.0092,087,851.0011,449,199.120.0011,449,199.12项目青菱科技园7,151,362.550.007,151,362.555,220,176.900.005,220,176.90廊坊基地改造升级930,860.870.00930,860.87811,043.390.00811,043.39项目其他0.000.000.0092,079.210.0092,079.21合计746,817,849.990.00746,817,849.9931,522,875.940.0031,522,875.94（2）重要在建工程项目本期变动情况单位：元161神州高铁技术股份有限公司2021年年度报告全文本期转工程累其中：本本期其利息资本期利项目名期初余本期增入固定期末余计投入工程进期利息资金来预算数他减少本化累息资本称额加金额资产金额占预算度资本化源金额计金额化率额比例金额聂庄至东港站增二线及东港1,329,7113,950,3632,697,646,647,0.000.0048.63%0.000.000.00%其他站改造0,000.0077.32398.25775.5748.63%工程（地方投资部分）轨道交通实训121,000,11,449,180,638,692,087,82,615,772,095,800.000.0076.11%4.27%其他基地项000.0099.1251.8851.0076.11%8.034.98目1,450,7125,399,5713,336,738,735,2,615,772,095,80合计0.000.00----4.27%--0,000.0076.44050.13626.578.034.98（3）本期计提在建工程减值准备情况（4）工程物资17、使用权资产单位：元项目房屋建筑物合计一、账面原值：1.期初余额83,539,032.9383,539,032.932.本期增加金额4,897,908.214,897,908.213.本期减少金额8,006,188.008,006,188.004.期末余额80,430,753.1480,430,753.14二、累计折旧1.期初余额0.000.002.本期增加金额25,917,687.7425,917,687.74（1）计提25,917,687.7425,917,687.74162神州高铁技术股份有限公司2021年年度报告全文3.本期减少金额1,441,113.841,441,113.84（1）处置1,441,113.841,441,113.844.期末余额24,476,573.9024,476,573.90三、减值准备0.000.001.期初余额0.000.002.本期增加金额0.000.00（1）计提3.本期减少金额0.000.00（1）处置0.000.004.期末余额0.000.00四、账面价值1.期末账面价值55,954,179.2455,954,179.242.期初账面价值83,539,032.9383,539,032.9318、无形资产（1）无形资产情况单位：元项目土地使用权专利权非专利技术著作权软件使用权特许权合计一、账面原值1.期初余60,012,558.73118,227,648.38158,378,583.5579,519,649.6991,054,257.5010,804,886.81517,997,584.66额2.本期增0.006,299,416.2932,514,794.320.0010,002,134.500.0048,816,345.11加金额（1）购0.0026,000.001,182,625.350.006,718,239.990.007,926,865.34置（2）内0.006,273,416.2931,332,168.970.003,283,894.510.0040,889,479.77部研发（3）企业合并增加3.本期减少0.000.001,458,428.410.006,167,846.200.007,626,274.61金额163神州高铁技术股份有限公司2021年年度报告全文（1）处0.000.001,458,428.410.006,167,846.200.007,626,274.61置4.期末余60,012,558.73124,527,064.67189,434,949.4679,519,649.6994,888,545.8010,804,886.81559,187,655.16额二、累计摊销1.期初余8,439,342.5866,169,748.6739,837,741.6935,149,191.4423,976,506.209,630,628.46183,203,159.04额2.本期增1,204,565.1612,055,652.6331,632,519.308,227,916.6920,779,463.40725,241.3474,625,358.52加金额（1）计1,204,565.1612,055,652.6331,632,519.308,227,916.6920,779,463.40725,241.3474,625,358.52提3.本期减0.000.001,458,428.410.004,847,648.470.006,306,076.88少金额（1）处0.000.001,458,428.410.004,847,648.470.006,306,076.88置4.期末余9,643,907.7478,225,401.3070,011,832.5843,377,108.1339,908,321.1310,355,869.80251,522,440.68额三、减值准备1.期初余0.000.000.000.000.000.000.00额2.本期增0.000.000.000.000.000.000.00加金额（1）计0.000.000.000.000.000.000.00提3.本期减0.000.000.000.000.000.000.00少金额（1）处置0.000.000.000.000.000.000.004.期末余额四、账面价值1.期末账50,368,650.9946,301,663.37119,423,116.8836,142,541.5654,980,224.67449,017.01307,665,214.48面价值164神州高铁技术股份有限公司2021年年度报告全文2.期初账51,573,216.1552,057,899.71118,540,841.8644,370,458.2567,077,751.301,174,258.35334,794,425.62面价值本期末通过公司内部研发形成的无形资产占无形资产余额的比例11.25%",机器人,1104,2,0,innovation
